frame,left_opening,right_opening
0,65.00,57.00
1,64.00,58.00
2,64.00,59.00
3,63.00,57.00
4,64.00,58.00
5,64.00,58.00
6,48.00,47.50
7,22.20,26.00
8,19.00,27.00
9,22.00,25.00
10,29.00,26.00
11,41.00,36.00
12,48.00,47.00
13,56.00,52.00
14,58.00,53.00
15,58.00,54.00
16,60.00,54.00
17,60.00,55.00
18,60.00,55.00
19,60.00,54.00
20,60.00,55.00
21,60.00,56.00
22,61.00,55.00
23,60.00,55.00
24,61.00,57.00
25,61.00,57.00
26,61.00,56.00
27,62.00,55.00
28,62.00,57.00
29,61.00,58.00
30,61.00,57.00
31,60.00,56.00
32,61.00,55.00
33,59.00,56.00
34,59.00,56.00
35,59.00,55.00
36,59.00,56.00
37,59.00,56.00
38,58.00,55.00
39,59.00,55.00
40,59.00,55.00
41,59.00,55.00
42,58.00,54.00
43,59.00,55.00
44,59.00,55.00
45,58.00,55.00
46,58.00,54.00
47,58.00,54.00
48,58.00,54.00
49,58.00,53.00
50,58.00,54.00
51,59.00,54.00
52,58.00,53.00
53,58.00,54.00
54,58.00,53.00
55,58.60,53.00
56,57.00,53.00
57,57.00,54.00
58,57.00,53.00
59,56.00,54.00
60,56.00,54.00
61,55.00,53.00
62,56.00,53.00
63,55.00,53.00
64,50.00,49.00
65,30.00,35.00
66,23.00,28.00
67,24.00,28.00
68,30.00,28.00
69,39.00,37.00
70,45.00,43.00
71,50.00,46.00
72,53.00,49.00
73,53.00,50.00
74,54.00,51.00
75,55.00,51.00
76,55.00,52.00
77,55.00,52.00
78,55.00,53.75
79,55.00,53.00
80,56.00,53.00
81,56.00,53.00
82,55.00,53.00
83,56.00,54.00
84,57.00,53.00
85,56.00,54.00
86,56.00,55.00
87,56.00,55.00
88,56.00,54.00
89,55.00,54.00
90,56.00,53.00
91,57.00,54.00
92,57.00,56.00
93,56.00,55.00
94,57.00,54.00
95,57.00,56.00
96,57.00,55.00
97,58.00,55.00
98,57.00,55.00
99,57.00,55.00
100,57.00,55.00
101,57.00,54.00
102,55.00,52.00
103,31.00,36.00
104,24.00,26.00
105,27.00,25.00
106,33.00,31.00
107,42.00,40.00
108,48.00,43.00
109,51.00,47.00
110,52.00,49.00
111,54.00,50.00
112,55.00,51.00
113,55.00,51.00
114,57.00,52.00
115,57.00,52.00
116,55.00,52.00
117,55.00,52.00
118,41.00,43.00
119,21.00,25.00
120,26.00,26.00
121,25.00,27.00
122,23.00,24.00
123,23.00,22.00
124,35.00,33.00
125,45.00,43.00
126,50.00,47.00
127,53.00,49.00
128,54.00,50.00
129,53.00,50.00
130,54.00,50.00
131,54.00,50.00
132,54.00,50.00
133,53.00,50.00
134,53.00,50.00
135,53.00,50.00
136,53.00,50.00
137,54.00,50.00
138,54.00,49.00
139,53.00,50.00
140,53.00,50.00
141,53.00,49.00
142,52.00,49.00
143,52.00,49.00
144,52.30,50.00
145,53.45,50.00
146,53.00,49.00
147,53.00,49.00
148,53.00,49.00
149,52.00,49.00
150,53.00,50.00
151,54.00,50.00
152,54.00,49.00
153,54.00,49.00
154,54.00,49.00
155,54.00,49.00
156,53.00,49.00
157,54.00,49.00
158,53.00,50.00
159,55.00,49.00
160,54.00,49.05
161,53.00,50.00
162,54.00,50.00
163,54.00,50.00
164,54.00,50.00
165,54.00,50.00
166,54.00,50.00
167,55.00,51.00
168,54.00,50.25
169,54.00,50.00
170,54.00,50.00
171,54.00,50.00
172,55.00,51.00
173,55.00,50.20
174,55.00,50.00
175,55.00,51.15
176,55.00,51.00
177,55.00,50.00
178,56.00,50.00
179,56.00,51.00
180,56.00,52.00
181,55.00,51.00
182,56.00,50.00
183,54.00,52.00
184,54.00,52.00
185,55.00,52.00
186,55.00,51.00
187,54.00,52.00
188,56.00,51.00
189,56.00,52.00
190,55.00,53.00
191,56.00,53.00
192,55.00,51.00
193,55.00,52.00
194,55.00,52.00
195,55.00,52.00
196,55.00,52.00
197,55.00,53.00
198,55.00,52.00
199,56.00,52.00
200,56.00,52.00
201,55.00,52.00
202,55.00,53.00
203,55.00,52.00
204,55.00,51.00
205,55.00,51.00
206,55.00,52.00
207,55.00,53.00
208,56.00,52.00
209,55.00,53.00
210,56.00,53.00
211,55.00,52.00
212,56.00,53.00
213,55.00,53.00
214,55.00,52.00
215,55.00,52.00
216,55.00,51.00
217,55.00,52.00
218,55.00,52.00
219,55.00,52.00
220,55.00,52.00
221,55.00,52.00
222,55.00,52.00
223,55.00,51.00
224,56.00,51.00
225,55.00,52.00
226,55.00,52.00
227,56.00,52.00
228,56.00,52.00
229,55.00,53.00
230,55.00,53.00
231,55.00,52.00
232,55.00,53.00
233,55.00,53.00
234,55.00,53.00
235,55.00,53.00
236,55.00,53.00
237,55.00,53.00
238,55.00,53.00
239,56.00,52.00
240,56.00,52.55
241,55.00,52.00
242,56.00,52.00
243,56.00,53.00
244,55.00,53.00
245,56.00,53.00
246,56.00,53.00
247,56.00,53.00
248,55.00,53.00
249,56.00,53.00
250,56.00,52.00
251,55.00,52.00
252,54.00,51.00
253,46.00,44.00
254,21.00,24.00
255,22.00,21.00
256,22.00,19.60
257,25.00,24.00
258,35.00,32.00
259,42.00,38.00
260,45.00,42.00
261,48.00,45.00
262,50.00,46.00
263,51.00,47.00
264,52.00,48.00
265,51.00,48.00
266,53.00,48.00
267,53.00,49.00
268,53.00,49.00
269,53.00,49.90
270,53.00,50.00
271,53.00,51.00
272,53.00,50.00
273,53.00,50.00
274,53.00,50.00
275,53.00,50.00
276,53.00,50.00
277,53.00,50.00
278,53.00,50.00
279,53.00,50.00
280,54.00,50.00
281,53.00,50.00
282,54.00,51.00
283,53.00,50.00
284,54.00,51.00
285,54.00,51.00
286,54.00,50.00
287,53.00,51.00
288,53.00,51.00
289,54.00,50.00
290,54.00,51.00
291,54.00,50.00
292,55.00,51.00
293,54.00,50.00
294,55.00,50.00
295,55.00,50.00
296,54.00,51.00
297,55.00,50.00
298,55.00,51.00
299,54.00,50.00
300,54.00,51.00
301,54.00,51.00
302,54.20,51.00
303,54.00,51.00
304,54.00,51.00
305,54.00,51.00
306,54.00,51.00
307,54.00,51.00
308,54.00,50.00
309,54.00,51.00
310,54.00,50.00
311,54.00,51.00
312,53.00,50.00
313,53.00,50.00
314,53.00,51.00
315,53.00,51.00
316,53.00,51.00
317,53.00,50.00
318,54.00,50.00
319,54.00,51.00
320,54.00,51.00
321,53.00,51.00
322,53.45,51.50
323,54.00,52.00
