frame,left_opening,right_opening
0,36.00,35.00
1,38.00,33.50
2,37.00,35.00
3,39.00,33.00
4,39.00,31.00
5,39.00,35.00
6,39.00,35.00
7,40.00,35.00
8,41.00,35.00
9,37.00,34.25
10,40.00,31.00
11,40.00,31.00
12,39.00,33.00
13,39.00,29.00
14,40.00,31.00
15,40.00,31.00
16,39.00,30.00
17,43.00,31.00
18,37.00,34.60
19,35.00,32.00
20,39.00,34.00
21,36.00,32.00
22,38.00,33.00
23,40.00,35.00
24,39.00,35.00
25,34.00,39.00
26,35.00,35.00
27,33.00,34.00
28,34.00,35.00
29,38.00,35.00
30,39.00,27.00
31,40.60,30.00
32,39.00,38.00
33,37.00,35.00
34,37.00,30.00
35,39.00,30.00
36,36.00,31.00
37,42.00,32.00
38,42.00,29.00
39,42.00,30.00
40,44.00,27.00
41,40.00,35.00
42,42.00,30.00
43,42.00,30.00
44,36.00,31.00
45,42.00,29.00
46,42.00,30.00
47,42.00,30.00
48,38.00,26.00
49,40.00,31.00
50,39.00,29.55
51,42.00,30.00
52,42.00,31.00
53,41.00,31.00
54,38.00,29.00
55,42.00,31.00
56,42.00,30.00
57,41.00,31.00
58,42.00,30.00
59,40.00,29.40
60,42.00,33.00
61,41.00,31.00
62,42.00,33.00
63,39.75,31.00
64,43.00,31.00
65,41.00,27.00
66,42.00,34.00
67,41.00,27.00
68,41.00,31.00
69,40.00,27.00
70,37.00,27.00
71,38.00,27.00
72,38.00,31.75
73,37.00,26.00
74,40.00,32.00
75,40.55,29.00
76,39.00,27.00
77,42.00,27.00
78,41.00,28.00
79,42.00,30.00
80,41.00,28.00
81,41.00,28.00
82,42.00,28.00
83,40.00,29.80
84,42.00,29.00
85,41.00,33.00
86,42.00,33.65
87,42.00,26.00
88,42.00,27.00
89,39.00,26.70
90,42.00,27.00
91,40.00,27.00
92,39.00,27.00
93,41.00,27.00
94,41.00,27.00
95,37.00,27.00
96,39.00,26.00
97,38.00,26.00
98,37.00,27.00
99,40.00,27.00
100,36.00,28.00
101,36.00,27.00
102,41.00,28.00
103,39.00,26.00
104,40.00,27.00
105,42.00,28.00
106,38.00,27.00
107,35.00,27.00
108,41.00,26.00
109,37.00,32.00
110,35.00,27.00
111,36.00,31.00
112,42.00,27.00
113,38.00,27.00
114,36.00,27.00
115,37.00,28.00
116,39.00,31.00
117,40.00,31.00
118,41.00,38.00
119,39.00,27.00
120,38.00,32.00
121,40.00,34.00
122,36.00,32.00
123,40.00,31.00
124,38.00,35.00
125,38.00,34.00
126,40.00,34.00
127,41.00,33.00
128,42.00,34.00
129,37.15,33.00
130,40.00,33.00
131,41.00,33.00
132,36.00,34.00
133,38.00,33.00
134,40.00,28.00
135,41.00,31.00
136,41.75,32.00
137,38.00,33.00
138,39.00,34.00
139,37.25,33.00
140,39.00,33.00
141,39.00,31.00
142,36.00,33.00
143,39.00,32.00
144,37.00,33.00
145,41.20,32.00
146,38.00,33.00
147,41.00,31.00
148,40.00,33.00
149,42.90,31.00
150,40.00,29.00
151,42.00,30.00
152,42.00,30.00
153,41.00,30.00
154,42.00,30.00
155,42.00,32.00
156,42.00,32.00
157,41.00,30.00
158,42.00,27.00
159,42.00,32.00
160,42.00,32.00
161,36.00,26.00
162,41.00,27.00
163,43.00,27.00
164,42.00,29.00
165,42.00,27.00
166,42.00,26.00
167,42.00,28.00
168,42.00,27.00
169,41.00,27.00
170,43.00,26.00
171,43.00,31.00
172,43.00,30.00
173,42.00,26.00
174,42.00,27.00
175,41.00,27.00
176,41.00,31.00
177,41.00,28.00
178,41.00,28.00
179,42.00,28.00
180,42.00,28.00
181,39.00,27.00
182,38.00,30.00
183,39.00,27.00
184,42.00,26.00
185,37.00,27.00
186,39.00,28.00
187,41.10,28.00
188,40.00,28.00
189,41.00,27.00
190,42.00,28.00
191,42.00,30.00
192,42.00,27.00
193,42.00,30.00
194,43.20,27.00
195,41.00,33.00
196,40.00,29.00
197,41.00,33.00
198,40.00,27.00
199,41.00,27.30
200,41.00,28.00
201,43.00,31.00
202,42.00,30.00
203,43.00,33.00
204,37.65,40.00
205,38.00,31.00
206,36.00,30.00
207,36.00,33.00
208,39.00,31.00
209,37.00,33.00
210,41.00,28.00
211,40.00,27.00
212,38.00,32.00
213,38.00,32.00
214,38.00,32.00
215,39.00,33.00
216,39.00,27.00
217,38.00,34.55
218,38.00,34.00
219,40.00,33.00
220,39.00,28.00
221,39.00,33.00
222,38.00,27.00
223,39.00,39.00
224,39.00,32.00
225,38.00,33.00
226,32.00,26.00
227,37.00,31.00
228,38.00,32.35
229,38.00,30.00
230,41.00,33.00
231,39.00,38.00
232,42.00,29.00
233,35.00,29.00
234,41.00,36.00
235,41.00,27.00
236,42.00,30.00
237,43.00,30.00
238,42.00,29.00
239,43.00,27.00
240,42.00,29.00
241,41.00,26.00
242,41.00,33.00
243,43.00,27.00
244,37.00,32.85
245,39.05,27.00
246,38.00,27.00
247,38.00,34.00
248,41.00,32.85
249,40.00,29.00
250,39.25,31.10
251,40.00,32.00
252,39.00,30.00
253,38.00,29.00
254,38.00,31.00
255,38.00,30.00
256,40.00,29.00
257,39.00,29.00
258,41.00,32.00
259,41.00,32.00
260,37.00,33.00
261,38.00,30.00
262,34.00,31.00
263,42.00,27.00
264,41.00,26.00
265,40.00,31.00
266,39.00,27.00
267,41.00,27.00
268,42.00,32.00
269,39.00,28.00
270,39.00,31.00
271,38.00,32.00
272,38.00,27.00
273,43.00,27.00
274,38.00,26.00
275,38.00,27.00
276,39.00,27.00
277,39.00,26.35
278,40.00,28.00
279,38.00,27.00
280,40.00,27.00
281,40.00,32.00
282,39.00,31.00
283,42.00,34.00
284,41.00,30.00
285,40.00,32.00
286,41.00,29.00
287,39.00,34.00
288,41.00,26.70
289,40.00,32.00
290,41.00,31.00
291,41.00,28.00
292,41.05,30.00
293,41.00,27.00
294,41.00,35.00
295,39.00,32.00
296,41.25,33.00
297,40.00,32.00
298,39.65,32.75
299,42.00,32.00
300,40.00,34.00
301,41.00,34.00
302,40.00,31.00
303,41.00,31.00
304,39.00,30.00
305,40.00,31.00
306,40.00,31.00
307,39.00,31.00
