frame,left_opening,right_opening
0,39.00,38.00
1,40.00,40.00
2,40.00,40.00
3,41.15,41.00
4,41.00,39.00
5,37.00,34.00
6,15.00,17.00
7,19.00,17.00
8,34.00,17.00
9,30.00,22.00
10,30.00,27.00
11,36.00,32.10
12,36.00,34.00
13,39.00,36.00
14,38.00,37.00
15,38.00,37.00
16,38.00,38.00
17,40.00,40.00
18,40.00,40.00
19,39.00,40.00
20,41.00,40.00
21,40.00,41.00
22,40.00,40.00
23,41.00,42.00
24,41.00,41.00
25,41.00,42.00
26,41.00,42.00
27,39.00,43.00
28,40.00,42.00
29,42.00,42.00
30,41.00,41.00
31,40.00,41.00
32,40.00,41.00
33,40.00,40.00
34,40.00,40.00
35,40.00,42.00
36,41.00,42.00
37,41.00,40.00
38,40.00,39.00
39,40.00,40.00
40,41.00,39.00
41,41.00,40.00
42,41.00,40.00
43,40.00,39.00
44,41.00,41.00
45,42.00,40.00
46,42.00,40.00
47,41.00,40.65
48,41.00,42.00
49,42.00,42.00
50,42.00,41.00
51,41.00,41.00
52,40.00,41.00
53,42.00,41.00
54,42.00,42.00
55,40.00,42.00
56,40.00,42.95
57,41.00,42.00
58,41.00,40.00
59,40.00,42.60
60,42.00,41.00
61,42.00,43.00
62,42.00,42.00
63,41.60,43.00
64,42.00,42.00
65,40.00,41.00
66,41.00,42.00
67,42.00,42.00
68,41.00,42.00
69,41.00,43.00
70,41.00,42.00
71,41.00,42.00
72,38.00,40.00
73,30.55,21.00
74,22.00,15.00
75,34.00,18.00
76,33.00,25.00
77,38.00,31.00
78,39.00,34.00
79,39.00,38.00
80,40.00,40.00
81,40.00,40.00
82,41.00,40.00
83,40.00,39.00
84,40.00,41.00
85,39.85,40.00
86,42.00,41.45
87,41.00,42.00
88,40.00,40.00
89,40.00,40.00
90,40.00,41.00
91,41.00,41.00
92,40.00,41.00
93,41.00,43.00
94,41.00,42.75
95,42.00,42.00
96,40.00,41.00
97,41.00,42.00
98,40.00,42.00
99,40.95,41.05
100,40.00,42.00
101,41.00,41.00
102,41.00,41.00
103,40.00,42.00
104,42.00,42.00
105,41.00,43.00
106,41.00,42.00
107,41.00,42.00
108,40.00,41.00
109,41.00,42.00
110,41.00,41.00
111,41.00,42.00
112,41.00,41.00
113,42.00,43.00
114,41.00,43.00
115,42.00,41.00
116,41.00,42.00
117,41.00,39.00
118,41.00,41.00
119,40.50,41.00
120,41.00,42.00
121,41.00,41.00
122,40.00,41.00
123,41.00,42.00
124,40.00,44.00
125,41.00,44.00
126,41.00,45.00
127,41.00,41.00
128,41.00,41.00
129,41.00,41.00
130,41.00,41.00
131,41.00,41.00
132,41.00,40.00
133,42.00,40.00
134,41.00,40.00
135,41.00,40.00
136,41.00,40.00
137,40.00,40.00
138,40.00,42.00
139,41.00,40.00
140,28.00,25.00
141,24.00,16.00
142,35.00,19.00
143,32.00,25.00
144,35.00,31.00
145,38.00,35.00
146,40.00,36.00
147,40.00,38.00
148,40.00,38.00
149,40.00,40.00
150,40.00,40.75
151,40.00,39.00
152,40.00,41.00
153,41.00,38.00
154,39.00,41.00
155,41.00,39.00
156,41.00,38.00
157,41.00,41.00
158,41.00,40.00
159,40.00,41.10
160,42.00,38.00
161,41.00,40.00
162,41.00,37.00
163,41.00,39.00
164,42.00,38.00
165,40.00,38.00
166,42.00,41.00
167,41.35,41.00
168,42.00,41.00
169,42.00,40.00
170,42.00,40.00
171,41.00,38.00
172,40.00,39.00
173,40.30,41.00
174,39.00,39.00
175,40.00,39.25
176,42.00,39.00
177,41.95,41.00
178,42.00,39.00
179,42.00,38.00
180,40.00,39.00
181,40.00,39.00
182,41.00,39.00
183,42.00,41.00
184,41.00,40.00
185,40.00,41.00
186,41.00,40.00
187,42.00,41.00
188,42.00,39.00
189,41.00,40.00
190,41.00,39.00
191,42.00,39.00
192,41.00,39.00
193,41.00,38.00
194,42.00,38.00
195,41.00,37.00
196,42.00,39.00
197,41.00,39.00
198,42.00,39.00
199,41.00,39.00
200,40.00,38.00
201,41.00,39.00
202,41.00,38.00
203,41.00,39.00
204,42.00,40.00
205,41.00,39.00
206,41.00,39.00
207,40.00,40.00
208,40.00,38.00
209,40.00,39.00
210,41.00,41.00
211,41.00,40.00
212,42.00,38.00
213,39.00,39.45
214,40.00,40.00
215,40.00,39.00
216,41.00,40.00
217,41.35,40.00
218,41.00,39.40
219,40.00,41.00
220,40.00,40.00
221,41.00,42.00
222,41.00,40.15
223,41.00,41.00
224,41.00,39.00
225,42.00,40.00
226,41.00,39.00
227,42.00,41.00
228,41.00,41.00
229,34.00,32.00
230,36.00,18.00
231,23.00,16.30
232,32.00,21.00
233,31.00,26.00
234,34.00,33.00
235,39.00,35.00
236,41.00,36.00
237,41.00,37.00
238,41.00,37.00
239,41.00,38.95
240,40.00,38.00
241,42.00,38.00
242,41.00,38.00
243,40.00,38.00
244,40.00,38.00
245,40.00,38.00
246,41.00,38.00
247,40.00,39.00
248,41.00,39.00
249,41.00,39.00
250,41.00,38.20
251,41.00,39.00
252,41.00,39.00
253,41.00,39.00
254,41.00,39.00
255,40.00,39.00
256,41.00,38.00
257,42.00,40.00
258,42.00,38.00
259,42.00,38.00
260,42.00,39.00
261,39.00,40.00
262,42.00,40.00
263,42.00,39.00
264,40.00,40.00
265,40.00,40.00
266,40.00,39.00
267,40.00,38.00
268,40.00,39.00
269,41.00,39.00
270,40.00,40.00
271,41.00,39.00
272,42.00,39.00
273,40.00,40.00
274,41.00,40.00
275,40.00,40.00
276,41.00,41.00
277,41.00,40.00
278,40.00,40.00
279,41.00,39.00
280,41.55,39.00
281,40.00,40.00
282,40.00,40.00
283,41.00,39.00
284,40.00,39.00
285,41.00,40.00
286,40.00,38.00
287,40.00,39.00
288,41.00,39.00
289,40.00,40.00
290,42.00,42.00
291,42.00,40.00
292,41.00,41.00
293,41.00,40.00
294,41.00,41.00
295,41.00,41.00
296,41.00,41.00
297,41.00,39.00
298,40.00,40.05
299,42.00,41.00
300,41.00,39.00
301,41.00,39.00
302,42.00,40.00
303,42.00,37.00
304,41.00,40.00
305,41.00,40.85
306,41.00,40.00
307,41.00,40.00
308,40.00,41.00
309,40.85,40.00
310,41.00,40.00
311,40.00,40.00
312,41.00,36.00
313,42.00,37.00
314,41.00,39.00
315,40.00,38.00
316,42.00,39.00
317,27.00,20.00
318,17.00,10.90
319,24.00,16.00
320,32.00,20.00
321,32.00,26.00
322,38.00,31.00
323,40.00,34.00
324,40.00,35.00
325,40.00,37.00
326,39.00,36.00
327,40.00,38.00
328,40.00,38.00
329,39.00,39.00
330,41.00,39.00
331,41.00,38.00
332,41.00,40.00
333,39.00,40.00
334,41.00,40.00
335,41.00,40.00
336,40.00,39.00
337,41.00,39.00
338,41.00,39.00
339,40.00,38.00
340,41.00,39.00
341,40.00,40.00
342,41.00,39.00
343,41.00,39.00
344,41.00,40.00
345,41.00,39.00
346,40.00,39.00
347,40.00,40.00
348,40.00,39.00
349,39.00,39.00
350,39.00,38.00
351,40.00,40.00
352,40.00,39.00
353,40.00,38.40
354,40.00,39.00
355,40.00,39.00
356,41.00,39.00
357,40.00,39.00
358,40.00,39.00
359,39.00,38.00
360,40.00,38.00
361,40.00,38.00
362,40.00,39.00
363,41.00,40.00
364,42.00,38.00
365,40.00,38.00
366,40.00,38.00
367,41.00,39.00
368,41.00,39.00
369,41.00,37.05
370,36.00,34.00
371,31.00,22.00
372,30.00,23.00
373,34.00,29.00
374,38.00,31.00
375,40.00,35.00
376,40.75,36.00
377,41.00,37.00
378,40.00,35.00
379,40.55,37.00
380,40.00,36.00
381,40.00,37.00
382,41.00,37.00
383,40.90,39.00
384,40.00,38.00
385,40.00,38.00
386,41.00,39.00
387,40.00,40.00
388,41.00,38.00
389,41.00,40.00
390,42.00,39.00
391,41.00,39.00
392,40.00,38.00
393,40.00,38.00
394,40.60,39.00
395,40.50,38.00
396,41.00,38.00
397,39.00,38.00
398,41.00,39.00
399,40.00,41.00
400,40.00,40.00
401,41.00,40.00
402,40.00,40.00
403,41.00,39.00
404,41.00,39.00
405,40.00,38.00
406,40.00,39.00
407,40.00,38.05
408,41.00,38.00
409,40.00,40.00
410,40.00,40.00
411,41.00,40.00
412,41.00,40.00
413,40.00,40.00
414,40.00,41.00
415,39.00,40.00
416,41.00,41.00
417,40.00,40.00
418,41.00,41.00
419,41.00,40.00
420,41.00,41.00
421,41.00,40.00
422,41.00,40.00
423,41.00,41.00
424,41.00,40.00
425,40.00,40.00
426,40.00,40.00
427,40.00,37.00
428,41.00,40.00
429,41.00,41.00
430,41.00,41.00
431,40.00,40.00
432,39.00,40.00
433,40.00,40.00
434,39.00,40.00
435,39.00,41.00
436,41.00,40.00
437,39.00,40.00
438,40.00,41.00
439,40.00,39.20
440,41.00,39.00
441,41.00,39.00
442,41.00,39.00
443,41.00,39.70
444,40.00,39.00
445,40.00,41.00
446,40.00,41.00
447,41.40,40.00
448,41.00,41.00
449,41.00,39.00
450,40.00,38.00
451,41.00,40.00
452,40.00,42.00
453,40.00,41.00
454,41.00,39.85
455,40.00,40.00
456,40.00,39.00
457,39.40,37.00
458,41.00,39.00
459,40.00,38.00
460,40.00,38.00
461,41.00,38.00
462,41.20,40.00
463,41.00,39.00
464,41.00,39.00
465,40.40,39.00
466,40.00,39.00
467,40.00,39.00
468,41.00,39.00
469,40.00,40.00
470,40.80,40.00
471,40.00,40.00
472,39.00,39.00
473,40.00,39.00
474,41.00,38.35
475,41.00,39.80
476,41.00,39.00
477,41.00,38.00
478,41.00,39.00
479,40.00,40.00
480,39.05,40.00
481,40.00,40.00
482,40.00,40.00
483,40.00,39.00
484,40.00,40.00
485,41.00,38.00
486,40.00,38.00
487,40.00,40.00
488,40.00,38.00
489,40.00,40.00
490,41.00,40.00
491,41.00,40.00
492,39.00,38.00
493,39.00,39.00
494,39.00,38.00
495,40.00,37.00
496,41.00,38.00
497,39.00,38.00
498,40.00,39.00
499,39.00,38.00
500,39.00,37.00
501,40.65,39.00
502,41.00,39.00
503,39.00,39.00
504,40.00,40.00
505,41.00,37.00
506,41.00,38.00
507,40.00,39.00
508,40.00,40.00
509,28.00,28.00
510,18.00,14.00
511,22.00,14.00
512,30.00,19.00
513,31.00,24.00
514,36.00,29.00
515,39.00,31.00
516,40.00,33.00
517,38.00,37.00
518,38.00,37.00
519,40.00,36.00
520,39.00,36.00
521,39.00,36.00
522,39.00,37.00
523,41.00,38.00
524,40.00,37.00
525,38.65,39.00
526,38.00,37.00
527,39.00,39.00
528,40.00,36.00
529,40.00,37.00
530,40.00,39.00
531,39.00,37.00
532,39.00,38.00
533,40.00,39.00
534,39.25,40.00
535,40.00,40.00
536,39.00,39.00
537,40.00,39.00
538,39.00,39.00
539,40.00,36.00
540,39.00,37.00
541,40.00,38.00
542,41.00,39.00
543,41.00,37.00
544,39.00,39.00
545,39.00,40.00
546,41.00,39.00
547,40.00,39.00
548,40.00,40.00
549,39.00,39.90
550,40.00,39.85
551,40.00,38.75
552,39.00,37.00
553,40.00,38.00
554,40.00,39.00
555,40.70,40.00
556,40.00,39.00
557,38.00,39.00
558,40.00,37.00
559,40.00,39.00
560,40.00,38.00
561,40.00,38.00
562,40.00,40.00
563,41.00,37.00
564,40.00,38.00
565,41.00,39.00
566,40.60,37.00
567,41.00,39.00
568,40.00,38.00
569,40.00,39.00
570,40.00,38.00
571,40.00,39.00
572,40.00,38.00
573,40.00,38.00
574,41.00,40.00
575,41.00,39.00
576,39.00,39.00
577,40.00,40.00
578,40.00,39.00
579,40.00,39.00
580,40.00,37.00
581,40.00,39.00
582,40.00,40.00
583,40.00,38.00
584,40.00,38.00
585,41.00,37.30
586,37.00,35.00
587,33.00,15.00
588,25.00,14.00
589,34.20,16.00
590,33.00,23.00
591,35.00,26.00
592,38.00,30.00
593,39.00,32.00
594,39.35,31.00
595,39.00,36.00
596,39.00,34.00
597,39.00,34.25
598,38.00,34.00
599,41.00,36.00
600,40.00,36.00
601,39.75,36.00
602,40.00,34.00
603,40.00,37.00
604,41.00,38.00
605,39.00,38.00
606,40.00,37.00
607,41.00,37.00
608,40.00,37.00
609,40.00,37.00
610,40.00,37.00
611,40.00,37.00
612,39.00,38.00
613,40.00,38.00
614,40.00,37.00
615,39.00,38.00
616,39.00,39.00
617,39.00,37.00
618,39.00,40.00
619,40.00,37.00
620,40.00,39.00
621,40.00,37.00
622,40.00,37.00
623,40.00,37.00
624,41.00,37.00
625,41.00,37.00
626,39.00,37.00
627,39.00,38.00
628,40.00,38.00
629,39.00,37.00
