frame,left_opening,right_opening
0,22.00,23.65
1,27.00,28.00
2,29.00,29.00
3,28.00,31.00
4,32.00,30.95
5,32.00,31.00
6,32.00,32.00
7,35.00,32.40
8,38.00,34.00
9,39.00,32.00
10,38.00,32.00
11,38.00,33.00
12,40.00,33.00
13,39.00,33.00
14,38.00,33.00
15,39.00,33.00
16,39.00,33.00
17,38.00,33.00
18,38.00,33.00
19,39.00,34.00
20,39.00,32.00
21,37.00,33.00
22,40.00,33.00
23,40.00,33.00
24,38.00,32.00
25,39.00,34.00
26,39.00,32.00
27,39.00,32.00
28,39.00,37.00
29,39.00,34.00
30,40.00,35.00
31,40.00,32.45
32,39.00,33.00
33,39.00,32.00
34,39.00,32.00
35,39.00,31.00
36,39.00,32.00
37,40.00,36.00
38,38.00,33.00
39,39.00,33.00
40,39.00,33.00
41,38.00,33.00
42,39.00,34.00
43,40.00,34.00
44,39.00,33.00
45,40.00,34.00
46,37.00,33.00
47,40.00,34.00
48,39.00,33.00
49,37.05,33.00
50,32.00,29.00
51,21.00,25.00
52,21.00,23.00
53,21.00,23.00
54,26.00,21.00
55,31.00,30.00
56,33.00,31.00
57,34.00,31.00
58,32.00,31.00
59,36.00,31.00
60,35.00,32.00
61,36.00,32.00
62,37.00,32.00
63,37.00,32.00
64,36.00,32.00
65,36.00,31.00
66,36.00,31.00
67,36.00,31.00
68,37.00,32.00
69,36.00,32.00
70,37.00,33.00
71,36.15,32.00
72,37.00,32.00
73,38.00,33.00
74,39.00,33.00
75,38.00,34.00
76,39.00,33.00
77,40.00,34.00
78,38.00,34.00
79,39.00,34.00
80,40.70,35.00
81,38.60,34.00
82,25.00,20.15
83,22.00,21.00
84,20.00,19.00
85,22.00,23.00
86,27.00,21.00
87,28.85,30.00
88,35.00,30.00
89,33.00,32.00
90,32.00,30.00
91,26.00,28.00
92,21.00,20.00
93,21.00,17.00
94,21.00,20.00
95,24.00,24.00
96,28.00,28.00
97,31.00,29.00
98,31.00,30.00
99,33.00,30.00
100,34.00,30.00
101,34.00,30.00
102,34.00,30.00
103,35.00,31.00
104,35.00,31.00
105,34.00,30.00
106,36.00,30.00
107,37.00,30.20
108,37.00,32.00
109,37.00,33.00
110,37.00,33.00
111,38.00,31.00
112,38.00,33.00
113,38.00,32.00
114,37.00,32.00
115,37.00,32.00
116,38.00,32.00
117,37.00,32.00
118,37.00,32.00
119,37.00,32.00
120,36.00,33.00
121,37.00,31.00
122,37.00,32.00
123,39.00,35.00
124,38.00,32.00
125,38.00,31.00
126,39.00,32.00
127,39.00,32.00
128,38.00,32.00
129,38.00,31.00
130,38.00,32.00
131,40.00,32.00
132,40.00,31.00
133,39.00,33.00
134,39.00,31.00
135,39.00,31.00
136,39.00,35.00
137,39.00,41.00
138,39.00,35.00
139,39.00,32.00
140,38.00,33.00
141,40.00,32.00
142,40.00,33.00
143,40.00,32.00
144,40.00,33.00
145,39.00,34.00
146,40.00,32.00
147,39.00,37.00
148,39.00,41.55
149,40.00,33.00
150,41.00,35.00
151,41.00,33.00
152,40.00,33.00
153,39.00,34.00
