frame,left_opening,right_opening
0,51.00,48.00
1,50.00,48.00
2,48.00,49.00
3,48.00,48.00
4,50.00,48.00
5,49.00,47.00
6,50.90,48.00
7,50.00,49.00
8,51.00,49.00
9,51.00,49.00
10,50.00,49.00
11,51.00,48.00
12,51.00,51.00
13,50.00,49.00
14,52.00,50.00
15,52.00,48.00
16,50.00,49.00
17,51.00,49.00
18,50.00,49.00
19,51.00,49.00
20,52.00,49.00
21,51.00,51.00
22,50.00,48.00
23,51.00,49.00
24,50.00,51.00
25,49.70,52.00
26,52.00,50.00
27,50.00,53.00
28,51.00,51.00
29,52.00,52.00
30,51.00,51.15
31,51.00,52.00
32,51.00,50.00
33,53.00,52.00
34,52.00,50.00
35,53.00,52.00
36,52.00,50.00
37,53.00,52.00
38,52.00,52.00
39,52.00,50.00
40,52.00,50.00
41,53.00,50.00
42,54.00,50.00
43,52.00,51.00
44,53.00,51.00
45,53.00,49.00
46,52.00,49.00
47,51.00,51.00
48,50.00,49.00
49,53.00,51.00
50,51.00,50.00
51,53.00,51.00
52,50.00,51.00
53,50.00,48.00
54,51.00,48.00
55,51.00,48.00
56,53.00,50.00
57,51.00,48.00
58,51.00,50.00
59,50.00,50.00
60,51.00,50.00
61,50.00,49.00
62,51.00,50.00
63,52.00,49.00
64,51.00,49.00
65,51.00,49.00
66,51.00,49.00
67,52.00,48.00
68,52.00,50.00
69,50.00,49.00
70,52.00,49.00
71,52.00,48.00
72,52.00,49.00
73,51.00,48.00
74,50.00,49.00
75,51.00,49.00
76,52.00,51.00
77,52.00,48.00
78,51.00,51.00
79,51.00,50.00
80,53.00,49.00
81,52.00,50.00
82,53.00,49.00
83,51.00,51.00
84,50.00,50.00
85,53.00,51.00
86,53.00,50.00
87,54.00,49.00
88,53.00,48.00
89,53.00,49.00
90,53.00,49.00
91,53.00,50.00
92,51.00,48.00
93,53.00,48.00
94,51.00,49.00
95,53.00,49.00
96,52.00,49.00
97,53.00,49.00
98,52.00,50.00
99,53.00,49.00
100,53.00,50.00
101,53.00,48.00
102,52.00,49.00
103,54.00,49.00
104,52.00,49.00
105,53.00,50.00
106,54.00,52.00
107,53.00,50.00
108,53.00,50.00
109,53.00,48.00
110,52.00,48.00
111,52.00,51.00
112,51.00,48.00
113,51.00,49.00
114,52.00,48.00
115,52.00,49.00
116,52.00,52.00
117,51.20,51.00
118,51.00,50.00
119,52.00,50.00
120,51.00,49.00
121,51.00,51.00
122,52.00,50.00
123,51.00,52.00
124,52.00,50.00
125,49.00,50.00
126,51.00,49.00
127,52.00,47.00
128,50.00,47.00
129,49.00,49.00
130,48.00,49.00
131,50.75,47.00
132,49.00,47.00
133,51.00,48.00
134,51.00,48.50
135,51.00,48.00
136,51.00,47.00
137,51.00,47.00
138,51.00,47.00
