frame,left_opening,right_opening
0,54.00,46.00
1,57.00,45.00
2,60.00,46.00
3,57.00,45.00
4,60.00,44.00
5,57.00,46.00
6,60.00,45.45
7,58.00,45.00
8,57.00,45.00
9,58.00,45.00
10,58.00,45.00
11,58.00,44.00
12,57.00,45.00
13,57.00,43.00
14,57.00,42.00
15,57.00,44.00
16,59.00,41.00
17,60.00,41.00
18,60.00,31.00
19,71.00,34.00
20,76.00,28.00
21,68.00,30.00
22,65.00,34.00
23,62.00,37.00
24,61.00,36.00
25,60.00,40.00
26,58.00,41.00
27,58.00,43.00
28,60.00,43.00
29,58.00,42.00
30,60.00,42.00
31,57.00,43.00
32,59.00,43.00
33,57.00,44.00
34,56.00,44.00
35,56.00,44.00
36,56.00,44.00
37,56.00,45.00
38,56.00,43.00
39,56.00,44.00
40,56.00,45.00
41,57.00,45.00
42,56.00,44.00
43,57.00,44.00
44,57.00,44.00
45,55.00,45.00
46,58.00,44.00
47,55.00,44.20
48,53.00,45.00
49,52.00,46.00
50,54.00,45.00
51,54.00,45.00
52,55.00,45.00
53,58.00,45.00
54,57.00,44.25
55,57.00,45.00
56,57.00,45.00
57,58.00,46.00
58,54.00,46.00
59,54.00,44.00
60,56.00,45.00
61,57.00,40.00
62,20.00,37.00
63,42.00,37.85
64,75.00,33.00
65,73.00,27.00
66,63.00,29.00
67,64.00,29.00
68,60.00,40.00
69,59.00,39.00
70,59.00,39.00
71,58.00,41.00
72,61.00,42.00
73,58.00,42.00
74,60.00,43.00
75,61.00,43.00
76,59.00,43.00
77,60.00,43.00
78,59.00,44.00
79,59.00,44.00
80,60.00,43.00
81,60.00,43.00
82,59.00,44.00
83,57.65,42.00
84,58.00,42.00
85,58.00,42.00
86,57.00,42.00
87,58.50,44.00
88,59.00,43.00
89,59.00,43.00
90,59.00,44.00
91,60.00,43.00
92,57.00,43.00
93,58.00,43.00
94,59.00,44.00
95,59.00,43.00
96,59.00,44.00
97,58.00,45.00
98,58.00,44.00
99,58.00,45.00
100,57.00,44.00
101,58.00,45.00
102,59.00,45.00
103,56.00,45.00
104,58.00,44.00
105,55.00,45.00
106,53.00,45.00
107,53.00,45.00
108,56.00,44.00
109,54.00,44.00
110,56.00,45.00
111,55.00,43.00
112,56.00,45.00
113,56.00,45.00
114,53.00,44.00
115,55.35,45.00
116,53.00,44.00
117,55.00,45.00
118,56.00,45.00
119,54.00,45.00
120,56.00,42.00
121,22.00,38.00
122,42.00,45.00
123,45.00,41.00
124,74.20,34.00
125,69.00,31.00
126,65.00,30.95
127,69.00,32.00
128,65.00,40.00
129,64.00,39.00
130,63.00,38.00
131,61.00,42.00
132,58.00,42.00
133,60.00,43.00
134,61.00,42.00
135,63.00,42.00
136,62.50,44.00
137,60.00,43.00
138,60.00,43.00
139,61.00,44.00
