frame,left_opening,right_opening
0,37.00,30.00
1,43.00,31.00
2,42.00,31.00
3,40.95,31.00
4,37.00,31.00
5,39.00,32.00
6,42.00,32.00
7,33.00,32.00
8,39.00,32.00
9,37.00,32.00
10,40.00,33.00
11,42.00,33.00
12,38.00,32.00
13,38.00,32.00
14,38.00,33.00
15,35.00,33.00
16,34.00,32.00
17,40.00,33.00
18,39.00,33.00
19,35.00,33.00
20,36.00,33.00
21,39.00,32.00
22,43.00,33.00
23,45.00,33.00
24,44.00,32.00
25,41.00,33.00
26,44.00,33.00
27,43.00,33.00
28,45.00,32.00
29,42.00,34.00
30,41.00,32.00
31,35.00,33.00
32,36.00,33.00
33,35.00,32.00
34,39.00,32.00
35,41.00,33.00
36,41.00,32.00
37,40.00,33.00
38,44.00,34.00
39,36.00,33.00
40,36.00,32.00
41,36.00,33.00
42,36.00,33.00
43,43.00,33.00
44,45.00,33.00
45,44.00,33.55
46,45.00,33.00
47,39.00,33.00
48,42.00,33.00
49,36.45,33.00
50,36.00,33.00
51,37.00,33.00
52,36.00,34.00
53,35.00,33.00
54,39.00,34.00
55,42.00,33.00
56,41.50,32.00
57,43.00,33.00
58,42.00,33.00
59,39.00,33.00
60,40.00,33.00
61,40.00,32.00
62,43.00,32.00
63,44.00,33.00
64,43.00,33.00
65,43.00,32.00
66,45.00,32.00
67,44.00,32.00
68,42.00,33.00
69,40.00,33.00
70,46.00,33.00
71,40.00,32.00
72,42.00,33.00
73,39.00,33.00
74,41.00,32.00
75,40.00,32.00
76,39.00,33.00
77,38.00,33.35
78,42.00,33.00
79,35.00,33.00
80,39.00,32.00
81,44.00,34.00
82,42.00,33.00
83,38.70,32.15
84,35.00,33.00
85,37.90,33.00
86,44.00,33.00
87,44.00,33.00
88,45.00,33.00
89,44.00,33.00
90,40.00,32.00
91,44.00,33.00
92,36.00,32.00
93,45.00,33.00
94,38.00,33.00
95,39.00,33.00
96,45.00,33.00
97,39.00,33.00
98,41.00,32.00
99,36.00,32.00
100,40.00,32.00
101,45.00,33.00
102,36.00,34.00
103,36.00,33.00
104,36.00,33.00
105,35.00,33.00
106,36.00,34.00
107,43.90,33.00
108,43.00,34.00
109,45.00,34.00
110,41.00,33.00
111,36.00,34.00
112,35.00,33.00
113,35.00,34.00
114,36.00,34.00
115,38.00,33.00
116,39.00,33.00
117,36.00,34.00
118,40.00,34.00
119,41.00,34.00
120,36.00,34.00
121,39.00,34.00
122,36.00,34.00
123,36.00,34.00
124,42.00,34.00
125,44.00,33.00
126,44.00,34.00
127,45.00,33.00
128,42.00,34.00
129,44.00,33.00
130,45.00,34.00
131,45.00,33.00
132,42.00,33.00
133,42.00,33.00
134,46.00,33.00
135,43.00,33.00
136,44.00,34.00
137,42.80,34.00
138,40.00,34.00
139,45.00,34.00
140,40.00,33.00
141,40.00,34.00
142,45.00,34.00
143,42.00,34.00
144,39.00,33.00
145,39.00,33.00
146,41.00,33.00
147,42.00,34.00
148,40.00,34.00
149,40.00,33.00
150,40.00,33.00
151,42.00,33.00
152,42.00,34.00
153,44.00,34.00
154,42.00,34.00
155,38.00,34.00
156,38.00,33.00
157,37.00,33.00
158,37.00,33.00
159,38.00,33.00
160,41.00,33.00
161,44.00,34.00
162,39.00,34.00
163,41.00,33.00
164,36.00,33.00
165,41.00,35.00
166,41.00,34.00
167,36.00,34.00
168,37.00,34.00
169,42.00,34.00
170,41.00,35.00
171,37.00,33.00
172,40.00,33.00
173,43.60,33.60
174,45.00,34.00
175,36.00,34.00
176,38.00,33.00
177,37.00,34.00
178,45.00,34.00
179,42.00,34.00
180,45.00,33.10
181,42.00,34.00
182,43.00,34.00
183,44.00,34.00
184,42.00,34.00
185,44.00,34.00
186,43.00,34.00
187,40.00,34.00
188,45.00,34.00
189,45.00,34.00
190,47.00,34.00
191,43.00,34.00
192,47.00,34.00
193,44.95,34.00
194,44.00,34.00
195,45.00,34.00
196,46.00,35.00
197,46.00,35.00
198,48.00,34.00
199,46.00,35.00
200,45.40,35.00
201,45.00,34.00
202,46.00,35.00
203,45.00,35.00
204,45.00,34.00
205,45.00,35.00
206,47.00,34.00
207,42.00,34.00
208,45.00,34.00
209,47.00,34.00
210,45.00,34.00
211,46.00,34.00
212,42.00,34.00
213,44.00,34.00
214,45.00,35.00
215,44.00,35.00
216,48.00,35.00
217,46.00,35.90
218,48.00,35.00
219,47.00,36.00
220,46.00,34.00
221,46.00,34.00
222,42.00,35.00
223,45.00,35.00
224,43.00,34.00
225,46.00,34.00
226,47.00,34.00
227,46.25,33.15
228,44.00,35.00
229,42.00,35.00
230,45.00,34.00
231,44.00,36.00
232,44.00,34.00
233,44.00,34.00
