frame,left_opening,right_opening
0,47.00,45.00
1,37.00,46.00
2,43.00,45.00
3,41.00,42.00
4,40.00,45.00
5,46.00,44.00
6,46.00,43.00
7,43.00,43.60
8,46.00,43.00
9,45.00,44.00
10,46.00,44.00
11,45.00,44.00
12,43.00,44.00
13,43.00,44.00
14,44.00,44.00
15,45.00,44.00
16,45.00,44.00
17,44.00,44.00
18,44.00,44.00
19,44.00,44.00
20,42.00,44.00
21,42.00,44.00
22,42.00,43.00
23,45.00,45.00
24,45.40,46.00
25,47.00,44.00
26,47.00,45.00
27,46.00,44.00
28,47.00,45.00
29,46.00,45.00
30,40.00,44.00
31,40.00,40.00
32,46.00,44.00
33,40.00,44.00
34,40.00,44.00
35,25.00,23.00
36,24.00,23.00
37,23.00,20.00
38,21.00,17.00
39,30.00,28.00
40,39.00,32.00
41,42.00,40.00
42,45.00,41.00
43,47.00,44.00
44,47.00,44.00
45,48.00,44.00
46,46.00,44.00
47,47.00,44.00
48,47.00,43.00
49,47.00,45.00
50,46.00,43.00
51,47.25,44.00
52,47.00,44.00
53,47.00,44.00
54,47.00,46.00
55,48.00,46.00
56,48.00,45.00
57,47.00,45.00
58,49.00,45.00
59,50.00,44.00
60,47.00,43.00
61,47.00,45.00
62,48.00,46.00
63,47.00,45.00
64,48.00,46.00
65,47.00,46.00
66,49.00,47.00
67,46.00,46.00
68,47.00,46.00
69,47.15,45.00
70,47.00,44.00
71,48.00,45.00
72,47.00,47.00
73,48.00,45.00
74,44.00,45.00
75,50.00,47.00
76,50.00,48.00
77,49.00,49.00
78,48.00,47.00
79,49.00,48.00
80,44.00,49.00
81,45.00,47.00
82,49.00,49.00
83,49.00,47.00
84,44.00,47.00
85,49.00,47.00
86,45.00,47.00
87,44.00,49.00
88,44.00,47.00
89,43.00,48.00
90,37.00,47.00
91,47.00,47.00
92,46.00,48.00
93,43.00,48.00
94,49.00,47.00
95,43.00,46.00
96,43.00,47.00
97,48.00,46.00
98,42.00,46.00
99,47.00,46.00
100,48.00,46.00
101,45.00,46.00
102,40.00,47.00
103,49.00,47.00
104,46.00,48.00
105,47.00,47.00
106,48.00,47.00
107,43.00,47.00
108,45.00,47.00
109,44.00,48.00
110,46.00,48.00
111,46.00,47.45
112,47.00,47.00
113,47.00,48.00
114,47.00,46.00
115,29.00,31.00
116,22.00,19.00
117,29.00,28.00
118,38.00,36.00
119,43.00,41.00
120,45.00,43.55
121,43.00,44.00
122,47.00,44.00
123,47.00,46.00
124,47.00,47.00
125,46.00,47.00
126,45.20,47.00
127,46.00,46.00
128,48.00,48.00
129,49.00,47.00
130,48.00,48.00
131,48.00,46.00
132,48.00,47.90
133,48.00,47.00
134,49.00,48.00
135,49.00,48.00
136,47.00,47.00
137,47.00,47.00
138,48.00,49.00
139,48.00,48.00
140,50.00,47.00
141,47.00,47.00
142,49.00,48.00
143,48.00,49.00
144,47.00,49.00
145,47.00,50.00
146,48.00,49.00
147,48.00,48.00
148,47.00,49.00
149,47.00,49.00
150,47.00,48.00
151,48.00,49.00
152,48.00,48.00
153,47.00,49.00
154,48.00,49.00
155,49.00,50.00
156,47.00,50.00
157,43.00,49.00
158,47.00,49.00
159,49.00,51.00
160,48.00,49.00
161,47.00,50.00
162,46.00,49.00
163,47.00,50.00
164,46.00,50.00
165,46.00,50.00
166,46.10,49.00
167,46.00,49.00
168,48.00,49.00
169,46.00,49.00
170,46.00,49.00
171,47.00,50.00
172,46.00,50.00
173,47.00,49.00
174,48.00,49.00
175,46.00,48.00
176,43.00,45.00
177,43.00,46.00
178,44.00,47.00
179,37.00,40.00
180,41.00,42.00
181,43.00,44.00
182,40.00,45.00
183,43.95,46.00
184,41.00,45.80
185,43.00,46.00
186,45.00,47.00
187,44.00,46.60
188,42.00,48.00
189,43.00,47.00
190,41.00,47.80
191,43.00,48.00
192,46.00,49.00
193,46.00,48.00
194,46.00,49.00
195,47.00,49.00
196,45.00,48.00
197,47.00,48.00
198,46.00,48.00
199,47.00,49.00
200,48.00,49.00
201,48.00,49.00
202,47.00,49.00
203,47.00,49.00
204,47.00,49.00
205,48.00,49.00
206,48.00,48.00
207,48.00,49.00
208,48.00,48.00
209,48.00,48.00
