frame,left_opening,right_opening
0,30.00,38.00
1,33.00,35.65
2,31.00,38.00
3,30.00,39.00
4,30.00,39.00
5,30.00,33.50
6,29.00,37.00
7,30.00,33.00
8,28.00,38.00
9,30.00,40.00
10,29.00,38.00
11,31.00,33.60
12,30.00,29.00
13,29.00,40.00
14,28.00,31.00
15,32.00,31.00
16,33.00,33.00
17,29.00,31.00
18,31.00,39.00
19,29.00,32.35
20,30.00,33.00
21,32.00,32.00
22,32.00,34.00
23,32.00,34.00
24,32.20,36.00
25,33.00,34.00
26,33.00,33.00
27,32.00,33.00
28,30.00,35.00
29,34.00,34.00
30,33.00,39.00
31,33.00,34.00
32,30.00,37.00
33,33.00,40.00
34,33.00,37.00
35,33.00,33.00
36,33.00,31.00
37,30.00,33.25
38,30.80,33.00
39,34.00,33.00
40,29.00,36.40
41,31.00,34.05
42,31.00,32.60
43,30.00,31.00
44,31.00,31.00
45,32.00,31.00
46,30.00,31.00
47,30.00,29.00
48,30.00,31.00
49,30.00,36.40
50,30.00,32.00
51,30.00,32.00
52,30.00,32.00
53,31.00,33.00
54,30.00,38.00
55,30.00,35.00
56,30.00,38.00
57,29.00,33.00
58,29.00,34.00
59,29.00,34.00
60,29.00,32.00
61,30.00,34.00
62,29.00,32.00
63,31.00,34.00
64,31.00,36.00
65,28.00,32.00
66,30.20,33.00
67,30.00,33.00
68,30.15,32.00
69,30.00,33.00
70,31.00,33.00
71,31.00,32.00
72,31.00,34.00
73,30.00,35.00
74,31.00,33.00
75,31.00,33.00
76,29.00,25.15
77,29.00,32.00
78,30.00,30.40
79,31.00,32.00
80,30.00,31.00
81,29.00,31.00
82,28.00,26.00
83,22.00,24.00
84,17.00,19.00
85,20.00,22.00
86,25.00,20.00
87,26.00,26.00
88,30.00,30.00
89,30.00,28.00
90,22.00,24.00
91,13.00,17.00
92,20.00,16.00
93,25.00,22.00
94,28.00,27.00
95,29.45,29.00
96,29.00,26.00
97,31.00,26.95
98,29.00,32.00
99,30.00,28.00
100,30.00,33.00
101,29.00,32.00
102,29.00,33.00
103,31.00,36.00
104,29.00,34.00
105,29.00,33.00
106,28.30,33.00
107,30.00,33.00
108,31.00,34.00
109,29.00,34.00
110,30.00,34.00
111,29.00,34.00
112,29.00,33.00
113,33.00,32.00
114,29.00,34.00
115,29.00,33.00
116,31.00,33.00
117,30.00,35.00
118,30.00,34.00
119,30.00,35.00
120,31.00,34.00
121,30.00,33.00
122,29.00,33.00
123,29.00,33.00
