frame,left_opening,right_opening
0,25.00,17.00
1,26.00,14.00
2,24.00,12.00
3,25.00,12.00
4,25.00,11.00
5,24.00,12.00
6,24.00,12.00
7,25.00,11.00
8,23.00,14.00
9,23.00,13.00
10,23.00,13.00
11,22.00,16.30
12,23.00,15.00
13,22.00,15.00
14,22.00,15.00
15,22.00,15.00
16,22.00,9.00
17,20.00,10.00
18,19.00,9.00
19,19.00,8.00
20,23.00,10.00
21,22.00,10.00
22,22.00,9.00
23,22.00,9.00
24,19.00,8.20
25,22.00,9.00
26,22.00,11.40
27,19.00,11.40
28,18.00,11.20
29,21.00,14.00
30,20.00,9.00
31,15.00,12.00
32,18.00,15.00
33,15.00,15.00
34,4.00,4.00
35,2.20,4.00
36,10.50,2.10
37,3.00,5.00
38,5.00,7.00
39,8.60,8.00
40,13.00,10.90
41,10.00,14.00
42,10.00,13.20
43,10.00,11.00
44,12.00,8.00
45,13.00,19.50
46,12.00,20.00
47,12.00,19.00
48,15.00,22.00
49,15.00,14.10
50,13.00,17.00
51,15.00,15.00
52,14.00,9.00
53,14.00,9.00
54,15.00,24.00
55,15.00,16.00
56,15.00,16.00
57,16.00,13.00
58,14.00,18.80
59,15.00,21.00
60,15.00,10.00
61,19.00,11.00
62,19.00,11.00
63,20.00,11.00
64,18.00,12.00
65,18.00,13.00
66,18.00,11.00
67,18.00,12.00
68,18.90,10.00
69,18.00,11.00
70,19.00,10.00
71,21.00,10.00
72,22.00,15.10
73,23.00,16.00
74,21.10,14.00
75,23.00,14.00
76,22.00,17.00
77,16.00,18.00
78,17.00,11.80
79,17.00,19.00
80,22.00,18.00
81,21.00,21.90
82,22.00,21.60
83,25.00,22.00
84,23.00,20.00
85,25.00,20.00
86,24.00,20.00
87,23.00,23.00
88,26.00,22.00
89,25.00,21.00
90,27.00,24.00
91,26.00,25.00
92,25.00,23.00
93,28.00,23.00
94,28.30,20.00
95,29.00,20.00
96,28.00,20.00
97,29.00,19.70
98,29.00,21.00
99,29.60,19.00
100,30.00,19.00
101,28.00,22.00
102,28.00,19.00
103,27.00,19.70
104,28.00,21.00
105,28.00,17.00
106,28.00,20.00
107,27.00,17.40
108,27.00,24.00
109,29.00,25.80
110,28.00,24.00
111,28.00,27.40
112,28.00,10.00
113,22.00,10.00
114,20.00,26.00
115,24.00,9.00
116,25.00,9.00
117,22.00,12.00
118,24.10,11.00
119,23.00,9.00
120,24.00,7.60
121,24.00,14.00
122,24.00,14.00
123,24.00,13.00
124,20.00,19.00
125,21.00,18.00
126,22.00,11.00
127,20.00,9.00
128,21.00,9.00
129,24.00,14.00
130,23.00,6.90
131,22.00,10.00
132,24.00,21.00
133,20.00,18.70
134,21.00,23.00
135,20.00,22.60
136,22.00,17.20
137,21.00,19.60
138,22.00,10.00
139,24.00,13.00
140,22.00,18.60
141,15.00,16.20
142,15.00,19.10
143,15.00,17.00
144,22.50,16.00
145,18.00,12.00
146,18.00,14.00
147,19.60,17.00
148,19.00,15.00
149,18.00,18.00
150,20.80,14.20
151,22.70,15.20
152,8.00,25.00
153,22.00,18.10
154,5.00,8.40
155,4.90,11.90
156,28.30,16.00
157,27.00,16.00
158,27.00,16.00
159,20.00,16.00
160,17.50,17.00
161,16.00,15.00
162,16.00,15.00
163,25.00,15.30
164,27.00,16.10
165,27.00,17.00
166,26.00,16.00
167,26.00,15.00
168,7.20,11.00
169,15.80,14.00
170,18.00,11.00
171,23.00,12.80
172,20.70,13.00
173,10.00,13.10
174,12.00,10.90
175,15.00,7.60
176,14.00,8.00
177,12.00,5.00
178,14.00,7.00
179,11.90,9.30
180,18.00,12.00
181,20.10,12.40
182,20.00,12.50
183,19.00,11.00
184,18.00,10.00
185,17.00,10.00
186,20.60,14.00
187,9.90,19.00
188,18.00,16.00
189,18.00,19.60
190,10.80,19.00
191,9.90,17.00
192,7.00,14.00
193,0.00,0.00
194,0.00,0.00
195,2.00,0.00
196,0.00,8.00
197,6.00,6.30
198,12.00,18.00
199,16.00,20.00
200,19.00,19.00
201,22.00,11.00
202,22.00,11.00
203,22.00,10.00
204,20.00,10.00
205,22.00,11.00
206,21.00,12.00
207,16.00,11.00
208,16.00,9.00
209,15.00,10.30
210,14.80,11.00
211,17.00,11.00
212,19.00,11.00
213,16.00,14.00
214,17.00,16.00
215,17.00,14.00
216,16.20,18.00
217,21.00,16.00
218,21.00,19.00
219,21.00,30.00
220,20.00,27.00
221,19.50,31.00
222,19.00,30.00
223,26.00,24.00
224,26.00,22.00
225,26.00,28.00
226,26.00,29.20
227,26.00,29.00
228,27.00,24.00
229,24.10,23.00
230,23.00,24.00
231,28.00,12.00
232,30.00,14.00
233,27.60,14.30
234,29.80,11.00
235,27.10,22.00
236,26.60,14.40
237,25.00,14.50
238,22.00,22.00
239,21.00,18.00
240,20.00,15.10
241,18.00,18.00
242,18.00,17.00
243,20.00,16.00
244,18.90,17.00
245,18.00,16.00
246,21.50,16.00
247,10.00,22.90
248,22.00,17.50
249,20.40,18.00
250,21.10,19.00
251,21.00,20.00
252,23.00,20.20
253,20.00,21.00
254,20.50,19.00
255,20.00,19.10
256,13.60,21.00
257,18.00,15.00
258,17.00,15.00
259,20.00,18.00
260,19.00,17.00
261,22.00,18.00
262,20.00,18.00
263,20.40,16.00
264,19.00,13.00
265,18.00,13.80
266,16.20,13.00
267,15.70,14.80
268,17.00,16.20
269,17.60,14.00
270,14.00,16.00
271,15.00,12.00
272,14.00,9.00
273,16.00,8.00
274,15.00,15.00
275,16.00,10.00
276,16.00,11.00
277,17.00,10.00
278,18.00,9.90
279,10.00,14.00
280,10.20,15.90
281,17.00,15.00
282,8.90,15.00
283,8.00,15.00
284,11.00,14.00
285,11.00,11.00
286,13.00,12.00
287,11.00,11.00
288,3.70,1.00
289,3.00,0.00
290,4.00,0.00
291,3.00,9.00
292,9.00,7.60
293,10.00,11.00
294,6.00,12.00
295,15.00,15.00
296,18.00,16.00
297,15.00,14.00
298,11.70,14.00
299,16.00,12.00
300,11.00,9.90
301,11.00,10.00
302,11.00,10.00
303,13.00,12.80
304,12.00,11.10
305,10.00,7.00
306,12.00,9.00
307,11.00,9.50
308,10.30,10.00
309,11.00,11.00
310,17.00,21.00
311,15.70,19.50
312,13.00,20.00
313,11.60,20.00
314,10.00,21.00
315,18.00,21.00
316,19.00,21.00
317,19.60,21.00
318,19.00,19.00
319,19.00,21.00
320,20.50,20.00
321,18.00,20.00
322,17.00,20.00
323,17.00,19.00
324,12.00,19.00
325,14.00,19.40
326,13.00,19.00
327,12.00,21.90
328,18.00,20.00
329,9.20,21.00
330,10.00,22.00
331,9.00,23.00
332,9.00,21.00
333,18.70,24.00
334,17.00,23.00
335,14.40,23.00
336,2.00,5.50
337,4.00,0.80
338,3.60,2.00
339,4.00,8.00
340,10.00,10.00
341,12.50,12.00
342,12.00,13.00
343,14.00,15.00
344,15.60,17.00
345,17.00,18.00
346,18.00,20.00
347,19.00,15.40
348,8.00,22.20
349,10.00,24.00
350,10.00,23.20
351,13.00,23.00
352,11.80,23.00
353,12.00,21.20
354,9.00,21.00
355,10.20,15.00
356,10.00,21.00
357,16.00,13.60
358,17.00,16.00
359,18.00,15.00
360,14.00,16.20
361,15.00,17.00
362,15.00,17.00
363,10.00,13.00
364,15.00,17.10
365,14.00,13.00
366,13.00,15.00
367,13.00,13.40
368,14.00,13.00
369,14.00,16.40
370,14.40,17.00
371,13.00,14.00
372,9.00,18.60
373,12.00,16.00
374,12.00,15.00
375,14.70,12.00
376,13.40,13.00
377,17.00,15.00
378,16.00,13.90
379,13.00,15.00
380,20.40,15.00
381,18.00,14.20
382,18.00,14.70
383,18.00,14.00
384,18.00,12.00
385,7.00,14.50
386,13.00,15.00
387,14.00,15.00
388,17.00,15.00
389,17.00,15.00
390,14.00,13.00
391,13.80,14.00
392,15.00,15.00
393,18.00,14.00
394,15.40,14.00
